date,temperature,precipitation,discharge,TP
2023/11/6,251.3041149,7.61E-06,600,0.0175
2023/11/7,254.1514477,1.79E-05,573,0.017333333
2023/11/8,254.1013933,2.58E-05,550,0.0176
2023/11/9,254.9241023,4.48E-05,532,0.026833333
2023/11/10,256.8821045,5.01E-05,523,0.0198
2023/11/11,259.4393055,0.00103304,510,0.018666667
2023/11/12,252.9789763,1.40E-05,501,0.018
2023/11/13,254.5413778,1.15E-05,483,0.018857143
2023/11/14,257.5046183,7.03E-05,466,0.0205
2023/11/15,252.6219099,3.44E-05,470,0.019
2023/11/16,253.7036507,2.97E-06,453,0.0165
2023/11/17,255.3885498,4.93E-06,440,0.015833333
2023/11/18,255.875884,9.60E-06,440,0.016
2023/11/19,256.9267614,4.61E-06,414,0.014166667
2023/11/20,259.2687535,9.43E-05,393,0.014833333
2023/11/21,256.349932,1.64E-05,385,0.014166667
2023/11/22,254.1170394,3.90E-06,385,0.022333333
2023/11/23,253.9705417,2.09E-06,385,0.016666667
2023/11/24,257.7484591,0.000151638,377,0.0175
2023/11/25,253.4073119,1.62E-05,377,0.0135
2023/11/26,254.4976865,1.79E-06,377,0.0135
2023/11/27,259.1797727,8.04E-05,338,0.005666667
2023/11/28,262.5768123,0.001164604,278,0.0165
2023/11/29,259.2184386,0.000770476,361,0.0075
2023/11/30,257.6993553,0.000174939,326,0.0095
2023/12/1,257.6828965,0.000341564,326,0.005833333
2023/12/2,257.4952867,0.000375953,315,0.005
2023/12/3,255.1771407,0.000131614,315,0.005
2023/12/4,256.3621014,6.22E-05,293,0.005
2023/12/5,252.7637036,1.75E-05,311,0.005
2023/12/6,252.3121215,1.56E-05,270,0.005
2023/12/7,254.8841622,4.09E-06,222,0.005
2023/12/8,255.3886777,7.24E-06,224,0.005
2023/12/9,257.0948743,0.000181298,156,0.005
2023/12/10,256.6376988,0.000336723,174,0.005
2023/12/11,253.0423882,0.000169442,180,0.005
2023/12/12,257.8051422,0.00122716,182,0.005
2023/12/13,255.4826761,0.00064303,191,0.005
2023/12/14,254.368622,0.000234499,182,0.005
2023/12/15,255.1045203,1.99E-05,171,0.005
2023/12/16,255.0817268,1.43E-06,156,0.005
2023/12/17,256.5587615,0.000242539,158,0.005
2023/12/18,254.0347918,0.000295756,141,0.005
2023/12/19,250.2015076,4.54E-07,124,0.005
2023/12/20,252.2825924,4.39E-07,117,0.005
2023/12/21,255.1184183,3.29E-05,108,0.005
2023/12/22,252.0841905,5.06E-06,117,0.005
2023/12/23,252.5352527,1.10E-05,117,0.005
2023/12/24,257.1372743,0.000408978,110,0.005
2023/12/25,255.6197039,3.30E-05,110,0.005
2023/12/26,254.38124,9.58E-06,106,0.005
2023/12/27,255.8841399,0.000138505,117,
2023/12/28,254.4675417,0.000171028,122,
2023/12/29,251.9148529,1.69E-06,134,
2023/12/30,252.7776287,5.16E-06,131,
2023/12/31,255.506738,0.000128875,151,
2024/1/1,254.527221,0.000147452,133,
2024/1/2,254.6470169,0.00040465,150,
2024/1/3,252.2962365,1.93E-05,126,
2024/1/4,253.0903862,5.68E-05,126,
2024/1/5,252.4621477,1.35E-05,120,
2024/1/6,254.681217,0.000123712,120,
2024/1/7,253.0014907,2.68E-05,120,
2024/1/8,253.7354851,4.12E-06,113,
2024/1/9,255.2929921,1.03E-05,110,
2024/1/10,254.4539064,1.30E-05,88,
2024/1/11,254.0708517,1.44E-06,107,
2024/1/12,254.7955283,3.91E-06,107,
2024/1/13,256.9262934,5.36E-05,103,
2024/1/14,258.7529911,0.000169899,91,
2024/1/15,255.2417271,5.51E-05,97,0.005
2024/1/16,255.9598389,0.000389908,100,0.005
2024/1/17,255.8239171,0.000577575,110,0.005
2024/1/18,252.939045,4.16E-05,107,0.005
2024/1/19,252.9593094,4.57E-05,103,
2024/1/20,254.6623507,7.91E-05,107,
2024/1/21,253.9183773,0.00011059,94,
2024/1/22,253.5326927,3.39E-06,83,0.005
2024/1/23,255.0426093,2.11E-05,83,0.005
2024/1/24,256.3690469,0.00046865,80,0.005
2024/1/25,252.6894129,0.000113699,83,0.005
2024/1/26,254.8634864,0.00022962,94,0.005
2024/1/27,254.1631499,0.000144306,88,0.005
2024/1/28,254.9320804,0.000152328,86,0.005
2024/1/29,255.9230968,0.000118802,75,0.005
2024/1/30,257.892267,0.000812344,88,0.005
2024/1/31,257.0954216,0.000579879,83,0.005
2024/2/1,256.4280973,0.001040628,83,0.005
2024/2/2,255.2649175,0.001239113,88,0.005
2024/2/3,252.4569632,0.000388688,91,0.005
2024/2/4,256.0983259,0.000567689,94,0.005
2024/2/5,255.4345747,0.000888333,91,0.005
2024/2/6,254.3821164,0.00086376,83,0.005
2024/2/7,252.7285864,0.00019003,77,0.005
2024/2/8,253.9636258,0.000746259,80,
2024/2/9,248.5237793,7.92E-06,77,
2024/2/10,250.3378066,1.92E-06,75,
2024/2/11,252.3171533,1.73E-06,69,
2024/2/12,254.1342191,3.06E-06,67,
2024/2/13,257.5094048,0.000253554,67,
2024/2/14,256.8085633,0.000526528,72,
2024/2/15,253.9832629,3.83E-06,75,
2024/2/16,258.1919746,0.00010234,88,
2024/2/17,260.2747086,0.000225401,86,0.005
2024/2/18,261.6235927,0.000215724,77,0.005
2024/2/19,263.8199567,0.000372704,91,0.005
2024/2/20,262.900499,0.000841713,97,0.005
2024/2/21,261.0693713,0.001183355,107,0.005
2024/2/22,259.8799577,0.001597532,100,0.005
2024/2/23,257.1140876,0.000690332,97,0.005
2024/2/24,258.0144042,0.001210865,97,0.005
2024/2/25,255.7253866,0.000549427,94,0.005
2024/2/26,255.4870412,5.73E-05,91,0.005
2024/2/27,260.8154227,0.000807845,88,0.005
2024/2/28,258.3653096,0.001023098,97,0.005
2024/2/29,257.154055,0.000313909,86,0.005
2024/3/1,258.0324752,7.83E-05,88,0.005
2024/3/2,261.7583135,5.55E-05,86,0.005
2024/3/3,263.6308085,0.000192317,88,0.005
2024/3/4,262.5507755,0.000327267,94,0.005
2024/3/5,260.0646784,0.000248949,97,0.005
2024/3/6,260.4363066,0.000445941,97,0.005
2024/3/7,262.0022478,0.000591216,97,0.005
2024/3/8,260.9974215,0.000529728,97,0.005
2024/3/9,260.1989051,0.000456011,97,0.005
2024/3/10,257.5987789,4.14E-05,97,0.005
2024/3/11,264.0183689,0.000974098,97,0.005
2024/3/12,263.9322609,0.000852309,97,0.005
2024/3/13,262.3421261,0.00086269,97,0.005
2024/3/14,262.8240891,0.00034539,97,0.005
2024/3/15,262.1901357,1.86E-05,97,0.005
2024/3/16,263.3263487,0.000124459,97,0.005
2024/3/17,261.8923809,0.000229198,97,0.005
2024/3/18,261.9245961,4.93E-05,97,0.005
2024/3/19,265.3595307,0.000624702,,
2024/3/20,264.2842208,0.000328785,,
2024/3/21,266.0969539,4.81E-06,,
2024/3/22,268.5999423,0.000634616,,
2024/3/23,267.3682567,0.003042807,,
2024/3/24,264.3729916,0.000344257,,
2024/3/25,265.7156678,0.003155914,,
2024/3/26,261.2260445,0.000661884,,
2024/3/27,259.294184,2.27E-05,,
2024/3/28,261.5054206,0.000237485,,
2024/3/29,264.8278285,0.000739515,,
2024/3/30,265.9888819,0.000437395,,
2024/3/31,266.8518427,0.000789975,,
2024/4/1,266.0131089,0.000956993,,
2024/4/2,265.4044238,0.001353408,,
2024/4/3,266.4368038,0.001055218,,
2024/4/4,264.930813,0.001272351,,
2024/4/5,266.1759242,0.00157608,,
2024/4/6,265.2648906,0.00198439,,
2024/4/7,266.1678627,0.002069977,,
2024/4/8,266.1278284,0.00240005,,
2024/4/9,264.1042597,0.001572783,,
2024/4/10,260.2616742,0.000115163,,
2024/4/11,262.4510357,0.000258328,245,0.048
2024/4/12,263.2753175,0.000994659,,
2024/4/13,263.794683,9.68E-05,,
2024/4/14,267.0625835,9.76E-05,,
2024/4/15,268.7520727,0.001357333,,
2024/4/16,271.0236663,0.001727383,,
2024/4/17,269.3482112,0.005282619,295,
2024/4/18,267.7383289,0.000682555,366,
2024/4/19,268.0959198,0.000866241,389,
2024/4/20,268.581795,0.001235144,385,
2024/4/21,267.9104932,0.003672333,366,
2024/4/22,266.9747305,0.001949256,354,
2024/4/23,266.8820754,0.001661993,370,
2024/4/24,265.2686781,0.000579571,358,
2024/4/25,268.5919855,0.002291012,362,
2024/4/26,264.6025278,0.000534547,350,
2024/4/27,267.4764284,0.00050974,350,
2024/4/28,269.7994205,0.003494461,366,
2024/4/29,268.9218077,0.001760063,358,
2024/4/30,269.6023902,0.004129997,354,
2024/5/1,268.9761397,0.003367748,346,
2024/5/2,265.4698575,0.004793937,358,
2024/5/3,260.1170837,0.000336636,362,
2024/5/4,265.9264445,0.00123044,346,
2024/5/5,267.7718616,0.002320249,326,
2024/5/6,267.8575558,0.00222929,326,
2024/5/7,268.0133841,0.000402368,310,
2024/5/8,270.5879222,0.000720507,318,
2024/5/9,270.3306218,0.004452573,366,
2024/5/10,266.4555523,0.001006829,431,
2024/5/11,266.3873737,0.000505684,480,
2024/5/12,267.5803603,0.001029802,498,
2024/5/13,271.9942465,0.001023307,485,
2024/5/14,274.2085234,0.00525295,453,
2024/5/15,274.8269226,0.003482971,444,
2024/5/16,272.9479918,0.006771787,494,
2024/5/17,269.2166605,0.003572786,573,
2024/5/18,268.9478023,0.000862822,558,
2024/5/19,271.144123,0.000275856,554,
2024/5/20,273.6382224,0.000491464,568,
2024/5/21,275.3406125,0.000165817,642,
2024/5/22,276.9382974,0.000107433,674,
2024/5/23,277.1655906,0.00301812,793,
2024/5/24,276.1978514,0.001486376,838,
2024/5/25,277.5452703,0.00292332,804,
2024/5/26,278.7914156,0.002442352,743,
2024/5/27,279.3694578,0.006813567,793,
2024/5/28,277.4586412,0.011277541,855,
2024/5/29,275.8449464,0.00461284,1020,
2024/5/30,276.381351,0.005810485,861,
2024/5/31,275.8282314,0.008085884,873,
2024/6/1,275.328184,0.004878732,1000,
2024/6/2,275.4318334,0.005881851,,
2024/6/3,270.1598912,0.002016193,,
2024/6/4,272.8003261,0.00021091,1260,
2024/6/5,274.6453364,0.006139525,1160,
2024/6/6,276.0366298,0.001032845,1040,
2024/6/7,276.5593155,0.005468257,1010,
2024/6/8,277.6363152,0.005262311,995,
2024/6/9,278.2065065,0.005434119,989,
2024/6/10,278.1628111,0.0042049,931,
2024/6/11,279.5088254,0.004495711,948,
2024/6/12,279.48768,0.006062887,1110,
2024/6/13,279.5616293,0.002102099,1280,
2024/6/14,281.4591482,0.007333012,1250,
2024/6/15,278.8024284,0.002210694,1180,
2024/6/16,281.2826345,0.005257824,1180,
2024/6/17,280.7608769,0.0041383,1100,
2024/6/18,280.1852464,0.006382792,1040,
2024/6/19,280.5484439,0.010478205,1010,
2024/6/20,277.975526,0.002748638,1030,
2024/6/21,278.0863169,0.005682168,1080,
2024/6/22,280.6218084,0.003848029,1040,
2024/6/23,281.5155762,0.005523327,1050,
2024/6/24,281.8648573,0.003023996,,
2024/6/25,282.0109549,0.006242965,1120,
2024/6/26,282.9436249,0.005480187,1070,
2024/6/27,281.6481364,0.002506919,1260,
2024/6/28,281.0709831,0.004437392,1300,
2024/6/29,281.0667442,0.001750039,,
